Count positive,Count negative,Mean sentiment,Max,Min,Median,Sentiment
4,5,-0.039295392953929524,1.0,-1.11111111111111,0.0,0
6,3,0.035034013605442164,1.33333333333333,-1.166666666666665,0.0,0
3,6,-0.08650793650793638,1.0,-1.11111111111111,0.0,0
5,3,0.05081300813008127,1.33333333333333,-1.166666666666665,0.0,0
3,4,-0.07591062136516677,1.0,-1.11111111111111,0.0,0
4,2,0.041666666666666706,1.0,-1.166666666666665,0.0,0
0,0,0.0,0.0,0.0,0.0,0
5,10,-0.09577922077922078,0.333333333333333,-1.066666666666666,0.0,0
0,4,-0.3131313131313131,0.0,-1.0,0.0,0
1,10,-0.1054185927067283,0.333333333333333,-1.0,0.0,0
0,4,-1.0833333333333337,-1.0,-1.333333333333335,-1.0,0
6,10,-0.07005035780545985,0.9428571428571428,-1.0,0.0,0
3,4,-0.03369614512471655,1.0,-1.04,0.0,0
0,2,-0.15692307692307692,0.0,-1.04,0.0,0
2,5,-0.09502923976608188,1.0,-1.0,0.0,0
0,4,-0.06,0.0,-1.0,0.0,0
2,2,-0.0045045045045045,1.0,-1.0,0.0,0
0,6,-0.07914046121593286,0.0,-1.166666666666665,0.0,0
1,1,-0.005208333333333344,0.333333333333333,-0.5,0.0,0
3,3,0.012865497076023401,1.0,-1.0,0.0,0
0,4,-0.21875,0.0,-1.0,0.0,2
1,0,0.011494252873563223,0.3333333333333335,0.0,0.0,2
0,4,-0.196078431372549,0.0,-1.0,0.0,2
2,3,-0.009523809523809629,1.33333333333333,-1.0,0.0,2
1,6,-0.1693548387096774,0.25,-1.0,0.0,0
2,3,0.0,1.0,-1.0,0.0,0
2,3,-0.0603448275862069,1.0,-1.0,0.0,0
3,0,0.10344827586206896,1.0,0.0,0.0,0
1,4,-0.06896551724137931,1.0,-1.0,0.0,0
2,3,0.0,1.0,-1.0,0.0,0
0,7,-0.2129629629629628,0.0,-1.166666666666665,0.0,0
3,5,-0.044927536231883974,1.0,-1.166666666666665,0.0,0
2,3,-0.03079710144927536,1.0,-1.0833333333333326,0.0,0
3,1,0.07125603864734299,1.0,-0.9166666666666666,0.0,0
1,6,-0.07471264367816091,1.0,-1.0,0.0,0
2,1,0.025641025641025654,0.8333333333333335,-1.0,0.0,0
2,3,-0.0376068376068376,1.0,-1.066666666666666,0.0,0
1,2,9.992007221626409e-17,1.333333333333335,-1.0,0.0,0
1,1,-0.005847953216374213,1.0,-1.11111111111111,0.0,0
4,1,0.01754385964912279,1.0,-1.0,0.0,0
4,4,0.004629629629629595,1.22222222222222,-1.0,0.0,0
1,1,-0.030864197530864185,0.166666666666667,-1.0,0.0,0
6,1,0.05873287671232868,1.33333333333333,-0.333333333333333,0.0,0
8,0,0.08831908831908834,1.0,0.0,0.0,0
0,4,-0.06527777777777777,0.0,-1.0,0.0,0
1,2,0.037037037037037056,1.0,-0.111111111111111,0.0,0
1,2,-0.038461538461538464,1.0,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
1,3,-0.04089506172839506,0.7777777777777777,-1.0,0.0,2
1,1,-0.03529411764705882,0.4,-1.0,0.0,2
3,0,0.06084656084656084,1.0,0.0,0.0,2
2,2,-0.02753623188405797,0.6666666666666666,-1.0,0.0,2
5,2,0.07806267806267805,1.0,-1.0,0.0,2
1,1,0.040404040404040324,1.22222222222222,-0.333333333333333,0.0,2
3,0,0.024154589371980673,0.666666666666667,0.0,0.0,2
0,0,0.0,0.0,0.0,0.0,2
3,1,0.0023640661938534244,0.666666666666667,-1.0,0.0,2
0,1,-0.03703703703703703,0.0,-0.3703703703703703,0.0,2
1,3,-0.04920634920634917,0.333333333333333,-1.166666666666665,0.0,2
0,0,0.0,0.0,0.0,0.0,2
1,1,-0.021680216802168025,0.111111111111111,-1.0,0.0,2
2,0,0.07407407407407408,0.7777777777777777,0.0,0.0,2
0,0,0.0,0.0,0.0,0.0,1
3,2,0.03611111111111111,1.0,-0.25,0.0,1
0,0,0.0,0.0,0.0,0.0,1
4,0,0.056818181818181816,1.0,0.0,0.0,1
1,0,0.0185185185185185,0.333333333333333,0.0,0.0,1
4,2,0.012121212121212126,0.555555555555556,-0.111111111111111,0.0,1
2,4,-0.01977401129943504,0.6666666666666665,-0.666666666666667,0.0,1
3,7,-0.0086021505376344,1.0,-1.0,0.0,1
3,0,0.05031446540880503,1.0,0.0,0.0,1
4,3,0.02983539094650207,1.0,-0.333333333333333,0.0,1
6,0,0.24189814814814814,1.0,0.0,0.0,0
4,2,0.026595744680851064,1.0,-1.5,0.0,0
7,0,0.17037037037037037,1.0,0.0,0.0,0
6,5,0.010564663023679406,1.0,-1.5,0.0,0
2,0,0.0625,1.0,0.0,0.0,0
6,2,0.04969896004378762,1.0,-1.5,0.0,0
1,1,0.0,1.0,-1.0,0.0,2
2,2,-0.01111111111111112,0.6666666666666665,-1.0,0.0,2
3,0,0.12878787878787878,1.0,0.0,0.0,2
2,2,-0.00303030303030306,0.5,-0.666666666666667,0.0,2
5,0,0.14531746031746035,1.0833333333333337,0.0,0.0,2
4,0,0.048821548821548814,0.6666666666666665,0.0,0.0,2
1,0,0.020833333333333374,0.166666666666667,0.0,0.0,0
7,1,0.0916666666666667,1.0,-1.166666666666665,0.0,0
1,0,0.023809523809523857,0.166666666666667,0.0,0.0,0
6,2,0.05069444444444452,1.0,-1.166666666666665,0.0,0
1,1,-0.027777777777777752,0.8333333333333335,-1.0,0.0,0
5,4,-0.01295756397797218,1.33333333333333,-1.166666666666665,0.0,0
0,1,-0.025,0.0,-0.5,0.0,0
4,2,0.043333333333333335,1.0,-1.0,0.0,0
0,2,-0.05172413793103448,0.0,-1.0,0.0,0
0,2,-0.03571428571428571,0.0,-1.0,0.0,0
1,2,-0.10571428571428572,0.9428571428571428,-1.0,0.0,0
5,4,-0.0010204081632653064,1.0,-1.25,0.0,0
1,1,-0.0625,0.25,-1.0,0.0,0
3,5,-0.04340277777777777,1.0,-1.0,0.0,0
0,2,-0.3333333333333333,0.0,-1.0,0.0,0
1,5,-0.09259259259259259,1.0,-1.0,0.0,0
0,2,-0.07407407407407407,0.0,-1.0,0.0,0
1,6,-0.0954861111111111,1.0,-1.5,0.0,0
1,4,-0.03422222222222222,1.0,-1.04,0.0,0
1,6,-0.09999999999999999,0.4,-1.5,0.0,0
0,2,-0.07692307692307693,0.0,-1.0,0.0,0
0,6,-0.13472222222222224,0.0,-1.5,0.0,0
0,0,0.0,0.0,0.0,0.0,2
1,3,-0.0852272727272727,0.8333333333333334,-1.2083333333333326,0.0,2
0,0,0.0,0.0,0.0,0.0,2
1,3,-0.05172413793103448,0.666666666666667,-1.0,0.0,2
1,2,-0.09803921568627452,0.333333333333333,-1.0,0.0,2
0,0,0.0,0.0,0.0,0.0,2
1,6,-0.25396825396825384,1.0,-1.166666666666665,0.0,0
1,0,0.05555555555555555,1.0,0.0,0.0,0
1,2,-0.06666666666666667,1.0,-1.0,0.0,0
5,1,0.11494252873563217,1.0,-1.0,0.0,0
2,8,-0.2114942528735631,1.0,-1.166666666666665,0.0,0
2,0,0.07407407407407407,1.0,0.0,0.0,0
3,3,0.01388888888888888,1.0,-1.0,0.0,0
1,1,0.0,1.0,-1.0,0.0,0
0,4,-0.06888888888888892,0.0,-0.8333333333333339,0.0,0
3,1,0.13492063492063494,1.0,-1.0,0.0,0
0,1,-0.04320987654320982,0.0,-0.7777777777777767,0.0,0
1,0,0.1111111111111111,1.0,0.0,0.0,0
1,4,-0.03214285714285714,1.0,-1.0,0.0,0
3,1,0.1638888888888889,1.0,-0.2,0.0,0
5,3,0.02718676122931443,1.0,-1.333333333333335,0.0,0
2,3,-0.0172839506172839,0.8333333333333335,-0.7777777777777767,0.0,0
3,4,-0.028888888888888818,1.0,-1.166666666666665,0.0,0
0,1,-0.2,0.0,-1.0,0.0,0
3,9,-0.13983739837398365,1.0,-1.166666666666665,0.0,0
0,1,-0.10416666666666667,0.0,-1.25,0.0,0
1,2,-0.05555555555555555,1.0,-1.0,0.0,0
1,2,-0.09375000000000024,1.166666666666665,-1.0,0.0,0
4,7,-0.01734957548911032,1.0,-1.166666666666665,0.0,0
1,2,-0.07407407407407406,0.5,-1.0,0.0,0
1,0,0.010752688172043,0.333333333333333,0.0,0.0,2
3,0,0.06249999999999993,0.333333333333333,0.0,0.0,2
3,0,0.12280701754385963,1.0,0.0,0.0,2
1,0,0.01960784313725488,0.333333333333333,0.0,0.0,2
0,0,0.0,0.0,0.0,0.0,2
3,0,0.07575757575757573,1.0,0.0,0.0,2
2,0,0.04761904761904757,0.333333333333333,0.0,0.0,2
2,0,0.0555555555555555,0.333333333333333,0.0,0.0,2
2,1,0.0027100271002709984,1.0,-1.0,0.0,2
0,0,0.0,0.0,0.0,0.0,2
7,6,0.02111111111111111,1.0,-0.666666666666667,0.0,2
1,1,-0.09523809523809527,0.333333333333333,-1.0,0.0,2
3,4,0.021832358674463943,1.0,-0.666666666666667,0.0,2
0,1,-0.01449275362318839,0.0,-0.333333333333333,0.0,2
5,1,0.07317073170731707,1.0,-0.666666666666667,0.0,2
1,0,0.05555555555555558,0.666666666666667,0.0,0.0,2
0,0,0.0,0.0,0.0,0.0,1
0,0,0.0,0.0,0.0,0.0,1
1,3,-0.019047619047619056,0.333333333333333,-0.666666666666667,0.0,1
1,6,-0.037658730158730155,0.142857142857143,-1.0,0.0,1
3,1,0.02291666666666666,0.6666666666666665,-0.333333333333333,0.0,1
0,1,-0.009615384615384616,0.0,-0.25,0.0,1
1,3,-0.018888888888888865,0.6,-0.5,0.0,1
1,5,-0.02603174603174603,0.8666666666666666,-0.7777777777777778,0.0,1
2,1,0.02439024390243902,1.0,-0.3333333333333333,0.0,1
0,3,-0.0505952380952381,0.0,-0.75,0.0,1
4,2,0.024999999999999977,1.0,-1.0,0.0,0
4,3,-0.006172839506172852,1.0,-1.0,0.0,0
3,2,-3.5059674461847047e-17,0.333333333333333,-0.666666666666667,0.0,0
5,10,-0.09344262295081968,1.0,-1.5,0.0,0
3,4,-0.0401891252955083,0.333333333333333,-1.0,0.0,0
4,6,-0.05400000000000002,1.0,-1.5,0.0,0
3,4,0.02150537634408603,1.0,-1.0,0.0,0
3,8,-0.059084967320261424,1.0,-1.5,0.0,0
4,3,0.005952380952380971,0.5,-1.0,0.0,2
4,1,0.028472222222222166,1.22222222222222,-1.0,0.0,2
1,0,0.011904761904761904,0.3333333333333333,0.0,0.0,2
6,1,0.05808080808080805,1.166666666666665,-0.333333333333333,0.0,2
1,0,0.03225806451612903,1.0,0.0,0.0,2
7,0,0.08261904761904756,1.33333333333333,0.0,0.0,2
0,0,0.0,0.0,0.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
4,2,0.025581395348837226,1.0,-1.066666666666666,0.0,0
3,0,0.12280701754385963,1.0,0.0,0.0,0
4,3,0.04504504504504505,1.0,-0.333333333333333,0.0,0
2,1,-0.017543859649122827,0.3333333333333333,-1.0,0.0,0
6,7,-0.03718637992831534,1.0,-1.2083333333333326,0.0,0
2,2,-0.017261904761904787,0.333333333333333,-1.0,0.0,0
4,4,0.0022321428571428453,1.0,-1.333333333333335,0.0,0
6,1,0.11666666666666659,1.0,-1.0,0.0,0
12,7,0.013380758807588083,1.0,-1.2083333333333326,0.0,0
7,2,0.03535353535353528,0.333333333333333,-1.0,0.0,0
3,3,0.03181818181818183,1.0,-0.6666666666666666,0.0,0
0,0,0.0,0.0,0.0,0.0,0
0,5,-0.08928571428571426,0.0,-2.0,0.0,0
0,2,-0.3333333333333333,0.0,-1.0,0.0,0
0,5,-0.050694444444444424,0.0,-1.066666666666666,0.0,0
0,3,-0.3,0.0,-1.0,0.0,0
5,10,-0.08304843304843305,0.333333333333333,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
0,4,-0.04883720930232558,0.0,-1.0,0.0,0
0,1,-0.05555555555555555,0.0,-1.0,0.0,0
2,3,-0.016548463356974,1.0,-1.0,0.0,0
0,1,-0.03,0.0,-0.6,0.0,0
1,2,-0.005555555555555554,0.222222222222222,-0.333333333333333,0.0,0
0,0,0.0,0.0,0.0,0.0,0
1,1,-0.01587301587301588,0.222222222222222,-1.0,0.0,0
2,1,0.049999999999999996,1.0,-0.6,0.0,0
0,1,-0.018867924528301886,0.0,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,2
0,0,0.0,0.0,0.0,0.0,2
3,0,0.07843137254901965,1.0,0.0,0.0,2
0,1,-0.04,0.0,-1.0,0.0,2
0,2,-0.08888888888888886,0.0,-1.0,0.0,2
1,3,-0.08985507246376809,1.0,-1.066666666666666,0.0,2
3,1,0.08172043010752689,1.0,-0.333333333333333,0.0,0
1,4,-0.10434782608695656,0.9333333333333332,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
1,0,0.06666666666666667,1.0,0.0,0.0,0
2,1,0.03888888888888888,1.0,-1.0,0.0,0
3,2,0.012205387205387185,1.0,-0.7272727272727273,0.0,0
0,1,-0.16666666666666666,0.0,-1.0,0.0,0
1,2,-0.13095238095238085,0.333333333333333,-1.166666666666665,0.0,0
0,3,-0.06507936507936507,0.0,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
2,3,-0.023442092886537327,0.75,-1.1111111111111116,0.0,0
3,0,0.09126984126984125,1.0,0.0,0.0,0
3,2,0.02790178571428572,1.0,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
5,0,0.225146198830409,1.22222222222222,0.0,0.0,0
1,2,-0.022222222222222147,1.0,-1.11111111111111,0.0,0
3,2,0.011327561327561271,1.22222222222222,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
2,5,-0.08333333333333331,1.22222222222222,-1.11111111111111,0.0,0
0,3,-0.15079365079365073,0.0,-1.0833333333333326,0.0,0
1,2,0.015053763440860228,1.0,-0.333333333333333,0.0,0
2,4,-0.072,1.0,-1.0,0.0,0
2,3,-0.03097062579821198,0.444444444444444,-1.166666666666665,0.0,0
0,1,-0.09090909090909091,0.0,-1.0,0.0,0
7,4,0.0014492753623188246,1.0,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
0,4,-0.11538461538461539,0.0,-1.5,0.0,0
0,1,-0.14285714285714285,0.0,-1.0,0.0,0
1,1,-0.010699588477366243,0.0444444444444444,-0.333333333333333,0.0,0
2,4,-0.07148846960167717,0.444444444444444,-1.25,0.0,0
0,0,0.0,0.0,0.0,0.0,0
0,0,0.0,0.0,0.0,0.0,2
12,0,0.1293103448275862,1.0,0.0,0.0,2
1,2,0.006410256410256424,1.0,-0.5,0.0,2
11,0,0.07564798071127182,1.1428571428571428,0.0,0.0,2
2,2,0.0323809523809524,1.0,-0.333333333333333,0.0,2
6,1,0.15708812260536392,1.22222222222222,-0.333333333333333,0.0,2
0,1,-0.012345679012345666,0.0,-0.333333333333333,0.0,2
8,5,0.04421768707482994,1.0,-0.8333333333333335,0.0,2
4,1,0.05910165484633569,1.0,-0.333333333333333,0.0,2
2,1,0.12820512820512822,1.0,-0.333333333333333,0.0,2
2,4,-0.0292207792207792,1.0,-1.0,0.0,2
2,2,-0.004830917874396092,1.0,-1.11111111111111,0.0,2
0,2,-0.09275362318840581,0.0,-1.0666666666666669,0.0,2
1,2,-0.1777777777777778,0.333333333333333,-1.0666666666666669,0.0,2
0,0,0.0,0.0,0.0,0.0,1
0,0,0.0,0.0,0.0,0.0,1
1,1,-0.0020833333333333246,0.25,-0.333333333333333,0.0,1
0,3,-0.03733974358974357,0.0,-1.2083333333333326,0.0,1
2,3,-0.010846560846560873,1.166666666666665,-1.0,0.0,1
3,5,-0.001372549019607835,1.0,-1.0,0.0,1
1,7,-0.04927140255009107,1.0,-1.0,0.0,1
8,5,-0.0039293495175847975,0.6666666666666665,-1.0,0.0,1
6,7,-0.010018214936247723,1.0,-1.0,0.0,1
8,3,0.04681238615664843,1.0,-1.0,0.0,1
